time,longitude,variable,mean_value
2025-09-16,-98.75,spco2,40.502838134765625
2025-09-16,-98.5,spco2,40.49603271484375
2025-09-16,-98.25,spco2,40.4252815246582
2025-09-16,-98.0,spco2,40.40470886230469
2025-09-16,-97.75,spco2,40.32707214355469
2025-09-16,-97.5,spco2,40.44797897338867
2025-09-16,-97.25,spco2,40.52324676513672
2025-09-16,-97.0,spco2,40.594120025634766
2025-09-16,-96.75,spco2,40.64310836791992
2025-09-16,-96.5,spco2,40.610435485839844
2025-09-16,-96.25,spco2,40.6131477355957
2025-09-16,-96.0,spco2,40.681095123291016
2025-09-16,-95.75,spco2,40.75223159790039
2025-09-16,-95.5,spco2,40.8150520324707
2025-09-16,-95.25,spco2,40.93587875366211
2025-09-16,-95.0,spco2,41.03952407836914
2025-09-16,-94.75,spco2,41.15705490112305
2025-09-16,-94.5,spco2,41.31650924682617
2025-09-16,-94.25,spco2,41.31245803833008
2025-09-16,-94.0,spco2,41.3064079284668
2025-09-16,-93.75,spco2,41.30860137939453
2025-09-16,-93.5,spco2,41.18888854980469
2025-09-16,-93.25,spco2,41.186424255371094
2025-09-16,-93.0,spco2,41.17641067504883
2025-09-16,-92.75,spco2,41.11678695678711
2025-09-16,-92.5,spco2,41.10724639892578
2025-09-16,-92.25,spco2,41.309967041015625
2025-09-16,-92.0,spco2,41.25313949584961
2025-09-16,-91.75,spco2,41.21635055541992
2025-09-16,-91.5,spco2,41.30660629272461
2025-09-16,-91.25,spco2,41.28548049926758
2025-09-16,-91.0,spco2,41.3127555847168
2025-09-16,-90.75,spco2,41.352230072021484
2025-09-16,-90.5,spco2,41.34641647338867
2025-09-16,-90.25,spco2,41.19452667236328
2025-09-16,-90.0,spco2,41.20842742919922
2025-09-16,-89.75,spco2,41.27967071533203
2025-09-16,-89.5,spco2,41.34878921508789
2025-09-16,-89.25,spco2,41.480831146240234
2025-09-16,-89.0,spco2,41.45529556274414
2025-09-16,-88.75,spco2,41.55420684814453
2025-09-16,-88.5,spco2,41.6288948059082
2025-09-16,-88.25,spco2,41.61386489868164
2025-09-16,-88.0,spco2,41.670448303222656
2025-09-16,-87.75,spco2,41.649024963378906
2025-09-16,-87.5,spco2,41.72550964355469
2025-09-16,-87.25,spco2,41.69405746459961
2025-09-16,-87.0,spco2,41.69388198852539
2025-09-16,-86.75,spco2,41.60375213623047
2025-09-16,-86.5,spco2,41.44612503051758
2025-09-16,-86.25,spco2,41.332252502441406
2025-09-16,-86.0,spco2,41.20485305786133
2025-09-16,-85.75,spco2,41.20191192626953
2025-09-16,-85.5,spco2,41.17597198486328
2025-09-16,-85.25,spco2,41.22088623046875
2025-09-16,-85.0,spco2,41.229400634765625
2025-09-16,-84.75,spco2,41.26408386230469
2025-09-16,-84.5,spco2,41.300777435302734
2025-09-16,-84.25,spco2,41.391597747802734
2025-09-16,-84.0,spco2,41.41777801513672
2025-09-16,-83.75,spco2,41.48153305053711
2025-09-16,-83.5,spco2,41.53688430786133
2025-09-16,-83.25,spco2,41.598453521728516
2025-09-16,-83.0,spco2,41.5956916809082
2025-09-16,-82.75,spco2,41.595123291015625
2025-09-16,-82.5,spco2,41.56191635131836
2025-09-16,-82.25,spco2,41.66518020629883
2025-09-16,-82.0,spco2,41.70315933227539
2025-09-16,-81.75,spco2,41.80753707885742
2025-09-16,-81.5,spco2,41.799468994140625
2025-09-16,-81.25,spco2,41.674434661865234
2025-09-16,-81.0,spco2,41.54982376098633
2025-09-16,-80.75,spco2,41.53815841674805
2025-09-16,-80.5,spco2,41.56758117675781
2025-09-16,-80.25,spco2,41.60042190551758
2025-09-16,-80.0,spco2,41.69961929321289
2025-09-16,-79.75,spco2,41.705413818359375
2025-09-16,-79.5,spco2,41.64152145385742
2025-09-16,-79.25,spco2,41.553531646728516
2025-09-16,-79.0,spco2,41.6223258972168
2025-09-16,-78.75,spco2,41.51203536987305
2025-09-16,-78.5,spco2,41.486690521240234
2025-09-16,-78.25,spco2,41.443939208984375
2025-09-16,-78.0,spco2,41.328407287597656
2025-09-16,-77.75,spco2,41.30975341796875
2025-09-16,-77.5,spco2,41.21259689331055
2025-09-16,-77.25,spco2,41.505836486816406
2025-09-16,-77.0,spco2,41.35628890991211
2025-09-16,-76.75,spco2,41.36656188964844
2025-09-16,-76.5,spco2,41.32157897949219
2025-09-16,-76.25,spco2,40.91748046875
2025-09-16,-76.0,spco2,40.70581817626953
2025-09-16,-75.75,spco2,40.5070915222168
2025-09-16,-75.5,spco2,40.4205207824707
2025-09-16,-75.25,spco2,40.32331085205078
2025-09-16,-75.0,spco2,40.14888000488281
2025-09-16,-74.75,spco2,40.24717712402344
2025-09-16,-74.5,spco2,40.431278228759766
2025-09-16,-74.25,spco2,40.53316879272461
2025-09-16,-74.0,spco2,40.61410903930664
